name,season,episode,line,cap,music
You Win Or You Die,1,7,587,He inspires no love or loyalty.,FALSE
You Win Or You Die,1,7,588,He's not a king.,FALSE
You Win Or You Die,1,7,589,I am.,FALSE
You Win Or You Die,1,7,590,Stannis is a commander.,FALSE
You Win Or You Die,1,7,591,He's led men into war twice.,FALSE
You Win Or You Die,1,7,592,He destroyed the Greyjoy fleet.,FALSE
You Win Or You Die,1,7,593,"Yes, he's a good soldier. Everyone knows that. So was Robert.",FALSE
You Win Or You Die,1,7,594,Tell me something.,FALSE
You Win Or You Die,1,7,595,Do you still believe good soldiers make good kings?,FALSE
You Win Or You Die,1,7,596,I will not dishonour Robert's last hours by shedding blood in his halls...,FALSE
You Win Or You Die,1,7,597,and dragging frightened children from their beds.,FALSE
You Win Or You Die,1,7,598,You will sail to Dragonstone tonight.,FALSE
You Win Or You Die,1,7,599,You will place this in the hand of Stannis Baratheon.,FALSE
You Win Or You Die,1,7,600,Not his steward...,FALSE
You Win Or You Die,1,7,601,not his captain of the guard...,FALSE
You Win Or You Die,1,7,602,and not his wife.,FALSE
You Win Or You Die,1,7,603,Only Stannis himself.,FALSE
You Win Or You Die,1,7,604,"Yes, my lord.",FALSE
You Win Or You Die,1,7,605,Now leave us.,FALSE
You Win Or You Die,1,7,606,My Lord Protector.,FALSE
You Win Or You Die,1,7,607,The king has no trueborn sons.,FALSE
You Win Or You Die,1,7,608,Joffrey and Tommen...,FALSE
You Win Or You Die,1,7,609,are Jaime Lannister's bastards.,FALSE
You Win Or You Die,1,7,610,So when the king dies... - The throne passes to his brother...,FALSE
You Win Or You Die,1,7,611,Lord Stannis.,FALSE
You Win Or You Die,1,7,612,So it would seem.,FALSE
You Win Or You Die,1,7,613,Unless... - There is no 'unless'.,FALSE
You Win Or You Die,1,7,614,He is the rightful heir. Nothing can change that.,FALSE
You Win Or You Die,1,7,615,And he cannot take the throne without your help.,FALSE
You Win Or You Die,1,7,616,You would be wise to deny it to him and to make sure Joffrey succeeds.,FALSE
You Win Or You Die,1,7,617,Do you have a shred of honour?,FALSE
You Win Or You Die,1,7,618,You are now Hand of the King and Protector of the Realm.,FALSE
You Win Or You Die,1,7,619,All of the power is yours. You need only...,FALSE
You Win Or You Die,1,7,620,reach out and take it.,FALSE
You Win Or You Die,1,7,621,Make peace with the Lannisters.,FALSE
You Win Or You Die,1,7,622,Release the Imp. Wed your daughter to Joffrey.,FALSE
You Win Or You Die,1,7,623,"We've plenty of time to get rid of Stannis,",FALSE
You Win Or You Die,1,7,624,"and if Joffrey seems likely to cause problems when he comes into his throne,",FALSE
You Win Or You Die,1,7,625,we simply reveal his little secret,FALSE
You Win Or You Die,1,7,626,and seat Lord Renly there instead. - We?,FALSE
You Win Or You Die,1,7,627,"You'll need someone to share these burdens, I assure you.",FALSE
You Win Or You Die,1,7,628,My price would be modest.,FALSE
You Win Or You Die,1,7,629,What you suggest is treason.,FALSE
You Win Or You Die,1,7,630,Only if we lose.,FALSE
You Win Or You Die,1,7,631,"Make peace with the Lannisters, you say...",FALSE
You Win Or You Die,1,7,632,with the people who tried to murder my boy.,FALSE
You Win Or You Die,1,7,633,"We only make peace with our enemies, my lord.",FALSE
You Win Or You Die,1,7,634,That's why it's called 'making peace'.,FALSE
You Win Or You Die,1,7,635,No. I won't do it.,FALSE
You Win Or You Die,1,7,636,So it will be Stannis and war?,FALSE
You Win Or You Die,1,7,637,There is no other choice.,FALSE
You Win Or You Die,1,7,638,He is the heir.,FALSE
You Win Or You Die,1,7,639,So why did you call me here?,FALSE
You Win Or You Die,1,7,640,"Not for my wisdom, clearly.",FALSE
You Win Or You Die,1,7,641,You promised Catelyn you would help me.,FALSE
You Win Or You Die,1,7,642,The queen has a dozen knights and a hundred men-at-arms -,FALSE
You Win Or You Die,1,7,643,enough to overwhelm what remains of my household guard.,FALSE
You Win Or You Die,1,7,644,I need the gold cloaks.,FALSE
You Win Or You Die,1,7,645,"The City Watch is 2,000 strong...",FALSE
You Win Or You Die,1,7,646,and sworn to defend the king's peace.,FALSE
You Win Or You Die,1,7,647,Look at you.,FALSE
You Win Or You Die,1,7,648,"You know what you want me to do,",FALSE
You Win Or You Die,1,7,649,"you know it has to be done,",FALSE
You Win Or You Die,1,7,650,"but it's not honourable, so...",FALSE
You Win Or You Die,1,7,651,the words stick in your throat.,FALSE
You Win Or You Die,1,7,652,When the queen proclaims one king,FALSE
You Win Or You Die,1,7,653,"and the Hand proclaims another,",FALSE
You Win Or You Die,1,7,654,whose peace do the gold cloaks protect?,FALSE
You Win Or You Die,1,7,655,Who do they follow?,FALSE
You Win Or You Die,1,7,656,The man who pays them.,FALSE
You Win Or You Die,1,7,657,Hear my words and bear witness to my vow.,FALSE
You Win Or You Die,1,7,658,Night gathers and now my watch begins.,FALSE
You Win Or You Die,1,7,659,It shall not end until my death.,FALSE
You Win Or You Die,1,7,660,"I shall take no wife,",FALSE
You Win Or You Die,1,7,661,"hold no lands, father no children.",FALSE
You Win Or You Die,1,7,662,I shall wear no crowns and win no glory.,FALSE
You Win Or You Die,1,7,663,I shall live and die at my post.,FALSE
You Win Or You Die,1,7,664,I am the sword in the darkness.,FALSE
You Win Or You Die,1,7,665,I am the watcher on the walls.,FALSE
You Win Or You Die,1,7,666,I am the shield that guards the realms of men.,FALSE
You Win Or You Die,1,7,667,"I pledge my life and honour to the Night's Watch,",FALSE
You Win Or You Die,1,7,668,for this night and all the nights to come.,FALSE
You Win Or You Die,1,7,669,You knelt as boys.,FALSE
You Win Or You Die,1,7,670,Rise now as men of the Night's Watch.,FALSE
You Win Or You Die,1,7,671,Well done. Well done.,FALSE
You Win Or You Die,1,7,672,What's he got there?,FALSE
You Win Or You Die,1,7,673,"To me, Ghost. Bring it here.",FALSE
You Win Or You Die,1,7,674,Gods be good!,FALSE
You Win Or You Die,1,7,675,What will they do to him?,FALSE
You Win Or You Die,1,7,676,"When the khalasar rides, he'll be leashed to a saddle",FALSE
You Win Or You Die,1,7,677,and forced to run behind the horses for as long as he can.,FALSE
You Win Or You Die,1,7,678,And when he falls?,FALSE
You Win Or You Die,1,7,679,I saw a man last nine miles once.,FALSE
You Win Or You Die,1,7,680,King Robert still wants me dead.,FALSE
You Win Or You Die,1,7,681,This poisoner was the first. He won't be the last.,FALSE
You Win Or You Die,1,7,682,I thought he'd leave me alone now that my brother is gone.,FALSE
You Win Or You Die,1,7,683,He will never leave you alone.,FALSE
You Win Or You Die,1,7,684,"If you ride to darkest Asshai, his assassins will follow you.",FALSE
You Win Or You Die,1,7,685,"If you sailed all the way to the Basilisk Isles,",FALSE
You Win Or You Die,1,7,686,his spies would tell him.,FALSE
You Win Or You Die,1,7,687,He will never abandon the hunt.,FALSE
You Win Or You Die,1,7,688,You're a Targaryen - the last Targaryen.,FALSE
You Win Or You Die,1,7,689,Your son will have Targaryen blood,FALSE
You Win Or You Die,1,7,690,"with 40,000 riders behind him.",FALSE
You Win Or You Die,1,7,691,He will not have my son.,FALSE
You Win Or You Die,1,7,692,"He will not have you either, Khaleesi.",FALSE
You Win Or You Die,1,7,693,Moon of my life.,FALSE
You Win Or You Die,1,7,694,Are you hurt?,FALSE
You Win Or You Die,1,7,695,"Jorah the Andal,",FALSE
You Win Or You Die,1,7,696,I heard what you did.,FALSE
You Win Or You Die,1,7,697,"Choose any horse you wish, it is yours.",FALSE
You Win Or You Die,1,7,698,I make this gift to you.,FALSE
You Win Or You Die,1,7,699,"And to my son, the stallion who will mount the world,",FALSE
You Win Or You Die,1,7,700,I will also pledge a gift.,FALSE
You Win Or You Die,1,7,701,I will give him the iron chair...,FALSE
You Win Or You Die,1,7,702,...that his mother's father sat upon.,FALSE
You Win Or You Die,1,7,703,I will give him Seven Kingdoms.,FALSE
You Win Or You Die,1,7,704,"I, Drogo, will do this.",FALSE
You Win Or You Die,1,7,705,I will take my Khalasar west to where the world ends...,FALSE
You Win Or You Die,1,7,706,...and ride wooden horses across the black salt water...,FALSE
You Win Or You Die,1,7,707,...as no Khal has done before.,FALSE
You Win Or You Die,1,7,708,I will kill the men in iron suits...,FALSE
You Win Or You Die,1,7,709,...and tear down their stone houses.,FALSE
You Win Or You Die,1,7,710,I will rape their women...,FALSE
You Win Or You Die,1,7,711,...take their children as slaves...,FALSE
You Win Or You Die,1,7,712,...and bring their broken gods back to Vaes Dothrak.,FALSE
You Win Or You Die,1,7,713,"This, I vow...",FALSE
You Win Or You Die,1,7,714,"...I, Drogo, son of Bharbo.",FALSE
You Win Or You Die,1,7,715,I swear before the Mother of Mountains...,FALSE
You Win Or You Die,1,7,716,...as the stars look down in witness.,FALSE
You Win Or You Die,1,7,717,As the stars look down in witness.,FALSE
You Win Or You Die,1,7,718,Lord Stark!,FALSE
You Win Or You Die,1,7,719,"Stop! - No, all right.",FALSE
You Win Or You Die,1,7,720,It's all right. Let him through.,FALSE
You Win Or You Die,1,7,721,"Lord Stark, King Joffrey and the Queen Regent request your presence in the Throne Room.",FALSE
You Win Or You Die,1,7,722,King Joffrey?,FALSE
You Win Or You Die,1,7,723,King Robert is gone.,FALSE
You Win Or You Die,1,7,724,The gods give him rest.,FALSE
You Win Or You Die,1,7,725,All is accomplished. The City Watch is yours.,FALSE
You Win Or You Die,1,7,726,Good.,FALSE
You Win Or You Die,1,7,727,Is Lord Renly joining us?,FALSE
You Win Or You Die,1,7,728,I fear Lord Renly has left the city.,FALSE
You Win Or You Die,1,7,729,He rode through the Old Gate an hour before dawn,FALSE
You Win Or You Die,1,7,730,with Ser Loras Tyrell and some 50 retainers.,FALSE
You Win Or You Die,1,7,731,Last seen galloping south in some haste.,FALSE
You Win Or You Die,1,7,732,"We stand behind you, Lord Stark.",FALSE
You Win Or You Die,1,7,733,"All hail His Grace,",FALSE
You Win Or You Die,1,7,734,"Joffrey of Houses Baratheon and Lannister,",FALSE
You Win Or You Die,1,7,735,"the First of His Name,",FALSE
You Win Or You Die,1,7,736,"King of the Andals and the First Men,",FALSE
You Win Or You Die,1,7,737,Lord of the Seven Kingdoms,FALSE
You Win Or You Die,1,7,738,and Protector of the Realm.,FALSE
You Win Or You Die,1,7,739,I command the council to make all necessary arrangements for my coronation.,FALSE
You Win Or You Die,1,7,740,I wish to be crowned within the fortnight.,FALSE
You Win Or You Die,1,7,741,Today I shall accept oaths of fealty,FALSE
You Win Or You Die,1,7,742,from my loyal councillors.,FALSE
You Win Or You Die,1,7,743,Ser Barristan...,FALSE
You Win Or You Die,1,7,744,I believe no man here could ever question your honour.,FALSE
You Win Or You Die,1,7,745,King Robert's seal - unbroken.,FALSE
You Win Or You Die,1,7,746,'Lord Eddard Stark is herein named...,FALSE
You Win Or You Die,1,7,747,'Protector of the Realm...,FALSE
You Win Or You Die,1,7,748,'to rule as regent...,FALSE
You Win Or You Die,1,7,749,'until the heir come of age.',FALSE
You Win Or You Die,1,7,750,"May I see that letter, Ser Barristan?",FALSE
You Win Or You Die,1,7,751,Protector of the Realm.,FALSE
You Win Or You Die,1,7,752,"Is this meant to be your shield, Lord Stark?",FALSE
You Win Or You Die,1,7,753,A piece of paper?,FALSE
You Win Or You Die,1,7,754,Those were the king's words. - We have a new king now.,FALSE
You Win Or You Die,1,7,755,"Lord Eddard, when we last spoke you offered me some counsel.",FALSE
You Win Or You Die,1,7,756,Allow me to return the courtesy.,FALSE
You Win Or You Die,1,7,757,"Bend the knee, my lord.",FALSE
You Win Or You Die,1,7,758,Bend the knee and swear loyalty to my son...,FALSE
You Win Or You Die,1,7,759,and we shall allow you to live out your days,FALSE
You Win Or You Die,1,7,760,in the grey waste you call home.,FALSE
You Win Or You Die,1,7,761,Your son has no claim to the throne.,FALSE
You Win Or You Die,1,7,762,Liar!,FALSE
You Win Or You Die,1,7,763,"You condemn yourself with your own mouth, Lord Stark.",FALSE
You Win Or You Die,1,7,764,"Ser Barristan, seize this traitor.",FALSE
You Win Or You Die,1,7,765,"Ser Barristan is a good man, a loyal man. Do him no harm.",FALSE
You Win Or You Die,1,7,766,You think he stands alone?,FALSE
You Win Or You Die,1,7,767,Kill him! Kill all of them! I command it!,FALSE
You Win Or You Die,1,7,768,Commander! Take the queen and her children into custody.,FALSE
You Win Or You Die,1,7,769,"Escort them back to the royal apartments and keep them there, under guard.",FALSE
You Win Or You Die,1,7,770,Men of the Watch!,FALSE
You Win Or You Die,1,7,771,I want no bloodshed.,FALSE
You Win Or You Die,1,7,772,Tell your men to lay down their swords.,FALSE
You Win Or You Die,1,7,773,No one needs to die.,FALSE
You Win Or You Die,1,7,774,Now!,FALSE
You Win Or You Die,1,7,775,I did warn you not to trust me.,FALSE
The Pointy End,1,8,1,"Yah! Left high, left low.",FALSE
The Pointy End,1,8,2,"Right low, lunge right.",FALSE
The Pointy End,1,8,3,"You break anything, the septa will have my head.",FALSE
The Pointy End,1,8,4,What is...,FALSE
The Pointy End,1,8,5,Your sister knew perfectly well we were to leave today.,FALSE
The Pointy End,1,8,6,How she could forget... - She didn't forget.,FALSE
The Pointy End,1,8,7,She's with her dancing master. She's with him every morning.,FALSE
The Pointy End,1,8,8,She always comes back with scrapes and bruises. She's so clumsy.,FALSE
The Pointy End,1,8,9,Hush!,FALSE
The Pointy End,1,8,10,Go back to your room.,FALSE
The Pointy End,1,8,11,Bar the doors and do not open them for anyone you do not know.,FALSE
The Pointy End,1,8,12,What is it? What's happening? - Do as I told you.,FALSE
The Pointy End,1,8,13,Run!,FALSE
The Pointy End,1,8,14,This way!,FALSE
The Pointy End,1,8,15,"Left, right. Rah!",FALSE
The Pointy End,1,8,16,"Now you are dead. - You said right,",FALSE
The Pointy End,1,8,17,but you went left.,FALSE
The Pointy End,1,8,18,And now you are a dead girl. - Only 'cause you lied.,FALSE
The Pointy End,1,8,19,My tongue lied. My eyes shouted the truth.,FALSE
The Pointy End,1,8,20,"You were not seeing. - I was so. I watched, but you...",FALSE
The Pointy End,1,8,21,"Watching is not seeing, dead girl.",FALSE
The Pointy End,1,8,22,"The seeing, the true seeing,",FALSE
The Pointy End,1,8,23,that is the heart of swordplay.,FALSE
The Pointy End,1,8,24,"Arya Stark, come with us. Your father wants to see you.",FALSE
The Pointy End,1,8,25,And why is it that Lord Eddard is sending Lannister men,FALSE
The Pointy End,1,8,26,in place of his own?,FALSE
The Pointy End,1,8,27,"I am wondering. - Mind your place, dancing master.",FALSE
The Pointy End,1,8,28,This is no concern of yours. - My father wouldn't send you.,FALSE
The Pointy End,1,8,29,And I don't have to go with you if I don't want.,FALSE
The Pointy End,1,8,30,Take her.,FALSE
The Pointy End,1,8,31,"Are you men or snakes, that you would threaten a child?",FALSE
The Pointy End,1,8,32,"Get out of my way, little man.",FALSE
The Pointy End,1,8,33,I am Syrio Forel...,FALSE
The Pointy End,1,8,34,Foreign bastard.,FALSE
The Pointy End,1,8,35,...and you will be speaking to me with more respect.,FALSE
The Pointy End,1,8,36,Kill the Braavosi. Bring the girl.,FALSE
The Pointy End,1,8,37,"Arya child, we are done with dancing for the day.",FALSE
The Pointy End,1,8,38,Run to your father.,FALSE
The Pointy End,1,8,39,Bloody oafs.,FALSE
The Pointy End,1,8,40,"Begone now, Arya. - Come with me. Run.",FALSE
The Pointy End,1,8,41,The first sword of Braavos does not run.,FALSE
The Pointy End,1,8,42,What do we say,FALSE
The Pointy End,1,8,43,to the god of death?,FALSE
The Pointy End,1,8,44,Not today.,FALSE
The Pointy End,1,8,45,Go.,FALSE
The Pointy End,1,8,46,Not today. Not today.,FALSE
The Pointy End,1,8,47,Stay away from me. I'll tell my father.,FALSE
The Pointy End,1,8,48,I'll... I'll tell the queen.,FALSE
The Pointy End,1,8,49,Who do you think sent me?,FALSE
The Pointy End,1,8,50,Needle.,FALSE
The Pointy End,1,8,51,There she is.,FALSE
The Pointy End,1,8,52,"What do you want? - I want you, wolf girl.",FALSE
The Pointy End,1,8,53,Come here. - Leave me be.,FALSE
The Pointy End,1,8,54,My father's a lord. He'll reward you. - She'll reward me - the queen!,FALSE
The Pointy End,1,8,55,Stay away!,FALSE
The Pointy End,1,8,56,"Lord Stark, you must be thirsty.",FALSE
The Pointy End,1,8,57,Varys.,FALSE
The Pointy End,1,8,58,I promise you it isn't poisoned.,FALSE
The Pointy End,1,8,59,Why is it no one ever trusts the eunuch?,FALSE
The Pointy End,1,8,60,"Not so much, my lord.",FALSE
The Pointy End,1,8,61,"I would save the rest, if I were you.",FALSE
The Pointy End,1,8,62,Hide it. Men have been known to die of thirst in these cells.,FALSE
The Pointy End,1,8,63,What about my daughters?,FALSE
The Pointy End,1,8,64,The younger one seems to have escaped the castle.,FALSE
The Pointy End,1,8,65,Even my little birds cannot find her.,FALSE
The Pointy End,1,8,66,And Sansa? - Still engaged to Joffrey.,FALSE
The Pointy End,1,8,67,Cersei will keep her close. The rest of your household though...,FALSE
The Pointy End,1,8,68,"all dead, it grieves me to say. I do so hate the sight of blood.",FALSE
The Pointy End,1,8,69,You watched my men being slaughtered and did nothing.,FALSE
The Pointy End,1,8,70,"And would again, my lord.",FALSE
The Pointy End,1,8,71,"I was unarmed, unarmoured and surrounded by Lannister swords.",FALSE
The Pointy End,1,8,72,When you look at me do you see a hero?,FALSE
The Pointy End,1,8,73,What madness led you to tell the queen,FALSE
The Pointy End,1,8,74,you had learned the truth about Joffrey's birth?,FALSE
The Pointy End,1,8,75,The madness of mercy.,FALSE
The Pointy End,1,8,76,"That she might save her children. - Ah, the children.",FALSE
The Pointy End,1,8,77,It's always the innocents who suffer.,FALSE
The Pointy End,1,8,78,"It wasn't the wine that killed Robert, nor the boar.",FALSE
The Pointy End,1,8,79,"The wine slowed him down and the boar ripped him open,",FALSE
The Pointy End,1,8,80,but it was your mercy that killed the king.,FALSE
The Pointy End,1,8,81,"I trust you know you're a dead man, Lord Eddard?",FALSE
The Pointy End,1,8,82,The queen can't kill me. Cat holds her brother.,FALSE
The Pointy End,1,8,83,"The wrong brother, sadly. And lost to her.",FALSE
The Pointy End,1,8,84,Your wife has let the Imp slip through her fingers.,FALSE
The Pointy End,1,8,85,"If that's true,",FALSE
The Pointy End,1,8,86,then slit my throat and be done with it.,FALSE
The Pointy End,1,8,87,"Not today, my lord.",FALSE
The Pointy End,1,8,88,"Tell me something, Varys.",FALSE
The Pointy End,1,8,89,Who do you truly serve?,FALSE
The Pointy End,1,8,90,"The realm, my lord.",FALSE
The Pointy End,1,8,91,Someone must.,FALSE
The Pointy End,1,8,92,"It's Othor, without a doubt.",FALSE
The Pointy End,1,8,93,"The other one is Jafer Flowers, my lord, less the hand the wolf tore off.",FALSE
The Pointy End,1,8,94,Any sign of Benjen or the rest of his party?,FALSE
The Pointy End,1,8,95,"Just these two, my lord. Been dead awhile, I'd say.",FALSE
The Pointy End,1,8,96,Mmm. - The smell.,FALSE
The Pointy End,1,8,97,What smell?,FALSE
The Pointy End,1,8,98,There is none.,FALSE
The Pointy End,1,8,99,"If they'd been dead for a long time, wouldn't there be rot?",FALSE
The Pointy End,1,8,100,"We should burn them. - Snow's not wrong, my lord.",FALSE
The Pointy End,1,8,101,Fire will do for them. The wildling way.,FALSE
The Pointy End,1,8,102,I want Maester Aemon to examine them first.,FALSE
The Pointy End,1,8,103,"You may be a coward, Tarly, but you're not stupid.",FALSE
The Pointy End,1,8,104,Get them inside. - You heard him.,FALSE
The Pointy End,1,8,105,"Lord Commander,",FALSE
The Pointy End,1,8,106,Maester Aemon awaits you in his chambers...,FALSE
The Pointy End,1,8,107,A raven from King's Landing.,FALSE
The Pointy End,1,8,108,"Come on, move 'em out.",FALSE
The Pointy End,1,8,109,"Bring me a horn of ale, Snow,",FALSE
The Pointy End,1,8,110,and pour one for yourself.,FALSE
The Pointy End,1,8,111,The king is dead.,FALSE
The Pointy End,1,8,112,Is there any word of my father?,FALSE
The Pointy End,1,8,113,Sit.,FALSE
The Pointy End,1,8,114,Lord Stark has been,FALSE
The Pointy End,1,8,115,charged with treason.,FALSE
The Pointy End,1,8,116,They say he conspired with Robert's brothers,FALSE
The Pointy End,1,8,117,to deny the throne to Prince Joffrey.,FALSE
The Pointy End,1,8,118,I hope you're not thinking of doing anything stupid.,FALSE
The Pointy End,1,8,119,Your duty lies here now.,FALSE
The Pointy End,1,8,120,My sisters were in King's Landing too.,FALSE
The Pointy End,1,8,121,I'm sure they'll be,FALSE
The Pointy End,1,8,122,treated gently.,FALSE
The Pointy End,1,8,123,"Your father has proved to be an awful traitor, dear.",FALSE
The Pointy End,1,8,124,King Robert's body was still warm,FALSE
The Pointy End,1,8,125,when Lord Eddard began plotting to steal Joffrey's rightful throne.,FALSE
The Pointy End,1,8,126,He wouldn't do that.,FALSE
The Pointy End,1,8,127,He knows how much I love Joffrey. He wouldn't.,FALSE
The Pointy End,1,8,128,"Please, Your Grace, there's been a mistake.",FALSE
The Pointy End,1,8,129,Send for my father. He'll tell you - the king was his friend.,FALSE
The Pointy End,1,8,130,"Sansa sweetling, you are innocent of any wrong. We know that.",FALSE
The Pointy End,1,8,131,Yet you are the daughter of a traitor.,FALSE
The Pointy End,1,8,132,How can I allow you to marry my son?,FALSE
The Pointy End,1,8,133,A child born of a traitor's seed,FALSE
The Pointy End,1,8,134,is no fit consort for our king.,FALSE
The Pointy End,1,8,135,"She is a sweet thing now, Your Grace,",FALSE
The Pointy End,1,8,136,but in 10 years who knows what treasons she may hatch?,FALSE
The Pointy End,1,8,137,"No, I'm not. I'll be a good wife to him, you'll see.",FALSE
The Pointy End,1,8,138,"I'll be a queen just like you, I promise. I won't hatch anything.",FALSE
The Pointy End,1,8,139,"The girl is innocent, Your Grace.",FALSE
The Pointy End,1,8,140,She should be given a chance to prove her loyalty.,FALSE
The Pointy End,1,8,141,"Little dove, you must write to Lady Catelyn and your brother, the eldest,",FALSE
The Pointy End,1,8,142,what's his name? - Robb.,FALSE
The Pointy End,1,8,143,"Word of your father's arrest will reach him soon, no doubt.",FALSE
The Pointy End,1,8,144,"Best it comes from you. If you would help your father,",FALSE
The Pointy End,1,8,145,urge your brother to keep the king's peace.,FALSE
The Pointy End,1,8,146,Tell him to come to King's Landing and swear his fealty to Joffrey.,FALSE
The Pointy End,1,8,147,"If... If I could see my father, talk to him about...",FALSE
The Pointy End,1,8,148,"You disappoint me, child.",FALSE
The Pointy End,1,8,149,We have told you of your father's treason.,FALSE
The Pointy End,1,8,150,Why would you want to speak to a traitor?,FALSE
The Pointy End,1,8,151,I only meant that...,FALSE
The Pointy End,1,8,152,What will happen to him?,FALSE
The Pointy End,1,8,153,That depends. - On...,FALSE
The Pointy End,1,8,154,On what? - On your brother.,FALSE
The Pointy End,1,8,155,And on you.,FALSE
The Pointy End,1,8,156,Treason?,FALSE
The Pointy End,1,8,157,Sansa wrote this?,FALSE
The Pointy End,1,8,158,"It is your sister's hand, but the queen's words.",FALSE
The Pointy End,1,8,159,You are summoned to King's Landing to swear fealty to the new king.,FALSE
The Pointy End,1,8,160,"Joffrey puts my father in chains, now he wants his arse kissed?",FALSE
The Pointy End,1,8,161,"This is a royal command, my lord.",FALSE
The Pointy End,1,8,162,If you should refuse to obey... - I won't refuse.,FALSE
The Pointy End,1,8,163,"His Grace summons me to King's Landing, I'll go to King's Landing.",FALSE
The Pointy End,1,8,164,But not alone.,FALSE
The Pointy End,1,8,165,Call the banners.,FALSE
The Pointy End,1,8,166,"All of them, my lord?",FALSE
The Pointy End,1,8,167,"They've all sworn to defend my father, have they not?",FALSE
The Pointy End,1,8,168,They have.,FALSE
The Pointy End,1,8,169,Now we see what their words are worth.,FALSE
The Pointy End,1,8,170,Yes.,FALSE
The Pointy End,1,8,171,Are you afraid?,FALSE
The Pointy End,1,8,172,I must be.,FALSE
The Pointy End,1,8,173,Good.,FALSE
The Pointy End,1,8,174,Why is that good? - It means you're not stupid.,FALSE
The Pointy End,1,8,175,You've had this since dawn?,FALSE
The Pointy End,1,8,176,"He sent it to me, not you.",FALSE
The Pointy End,1,8,177,I've only shown it to you as a courtesy. - A courtesy?!,FALSE
The Pointy End,1,8,178,My husband has been taken prisoner.,FALSE
The Pointy End,1,8,179,My son intends to declare war. - A war?,FALSE
The Pointy End,1,8,180,Your son against the Lannisters?,FALSE
The Pointy End,1,8,181,You should go to him. Teach him patience.,FALSE
The Pointy End,1,8,182,Ned rots in a dungeon and you speak of patience?,FALSE
The Pointy End,1,8,183,He is your brother by law!,FALSE
The Pointy End,1,8,184,Does family mean nothing to you?,FALSE
The Pointy End,1,8,185,Family means everything to me.,FALSE
The Pointy End,1,8,186,And I will not risk Robin's life,FALSE
The Pointy End,1,8,187,to get caught up in another of your husband's wars.,FALSE
The Pointy End,1,8,188,"I'm hungry. - Hush now, darling.",FALSE
The Pointy End,1,8,189,You just ate.,FALSE
The Pointy End,1,8,190,"You will not support us, then? Do I understand you correctly?",FALSE
The Pointy End,1,8,191,"But I'm hungry! - Soon, love, soon.",FALSE
The Pointy End,1,8,192,"You're always welcome here, sister.",FALSE
The Pointy End,1,8,193,But if you're asking me to send men from the Vale to fight...,FALSE
The Pointy End,1,8,194,That is what I ask.,FALSE
The Pointy End,1,8,195,"Go on, sweet.",FALSE
The Pointy End,1,8,196,Time for your bath.,FALSE
The Pointy End,1,8,197,I'll feed you after.,FALSE
The Pointy End,1,8,198,If you fear for the safety of your son...,FALSE
The Pointy End,1,8,199,Of course I fear for the safety of my son!,FALSE
The Pointy End,1,8,200,Are you an idiot?,FALSE
The Pointy End,1,8,201,They killed my husband.,FALSE
The Pointy End,1,8,202,You say they shoved your boy from a window.,FALSE
The Pointy End,1,8,203,These people will do anything. - And that is why we have to stop them.,FALSE
The Pointy End,1,8,204,The knights of the Vale will stay in the Vale,FALSE
The Pointy End,1,8,205,"where they belong,",FALSE
The Pointy End,1,8,206,to protect their lord.,FALSE
The Pointy End,1,8,207,Will you shut up?,FALSE
The Pointy End,1,8,208,There's hill tribes all around here.,FALSE
The Pointy End,1,8,209,"If I'm going to die, it may as well be with a song in my heart.",FALSE
The Pointy End,1,8,210,I should just take your food and leave you here.,FALSE
The Pointy End,1,8,211,Eh?,FALSE
The Pointy End,1,8,212,"What would you do then? - Starve, most likely.",FALSE
The Pointy End,1,8,213,"You don't think I'd do it, do you?",FALSE
The Pointy End,1,8,214,"What do you want, Bronn? Gold? Women?",FALSE
The Pointy End,1,8,215,Golden women?,FALSE
The Pointy End,1,8,216,"Stick with me and you'll have them all,",FALSE
The Pointy End,1,8,217,for as long as I'm around and not a moment longer.,FALSE
The Pointy End,1,8,218,But you knew that.,FALSE
The Pointy End,1,8,219,That is why you so valiantly took up arms to defend my honour.,FALSE
The Pointy End,1,8,220,Fair enough.,FALSE
The Pointy End,1,8,221,But don't go looking for me to bend the knee,FALSE
The Pointy End,1,8,222,and 'my lord' you every time you take a shit.,FALSE
The Pointy End,1,8,223,I'm not your toady and I'm not your friend.,FALSE
The Pointy End,1,8,224,"Though I would treasure your friendship,",FALSE
The Pointy End,1,8,225,I'm mainly interested in your facility with murder.,FALSE
The Pointy End,1,8,226,"And if the day ever comes when you're tempted to sell me out,",FALSE
The Pointy End,1,8,227,remember this -,FALSE
The Pointy End,1,8,228,"whatever their price,",FALSE
The Pointy End,1,8,229,I'll beat it.,FALSE
The Pointy End,1,8,230,I like living.,FALSE
The Pointy End,1,8,231,Tyrion.,FALSE
The Pointy End,1,8,232,Tyrion.,FALSE
The Pointy End,1,8,233,Tyrion.,FALSE
The Pointy End,1,8,234,"Come, share our fire.",FALSE
The Pointy End,1,8,235,Help yourselves to our goat.,FALSE
The Pointy End,1,8,236,"When you meet your gods, you tell them",FALSE
The Pointy End,1,8,237,"Shagga, son of Dolf, of the Stone Crows sent you.",FALSE
The Pointy End,1,8,238,"I am Tyrion, son of Tywin of Clan Lannister.",FALSE
The Pointy End,1,8,239,"How would you like to die, Tyrion, son of Tywin?",FALSE
